[2026-04-06 13:20:54] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:15:18] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:15:30] GTA VI released before June 2026? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:15:45] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:15:57] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:16:08] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:16:19] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:16:31] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:16:42] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:16:54] Will OpenAI launch a consumer hardware product by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:17:05] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:17:16] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:17:28] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:17:39] Spain snap election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:17:51] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:18:02] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:18:29] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:18:41] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:18:52] Kraken IPO by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:19:04] Macron out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:19:15] UK election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:19:27] China x India military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:19:38] NATO/EU troops fighting in Ukraine by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:19:50] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:20:02] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:20:13] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:20:25] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:20:36] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:20:48] Ukraine election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:20:59] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:21:11] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:21:26] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:21:37] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:21:49] Taylor Swift pregnant in 2025? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:22:00] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:22:12] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:22:23] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:22:36] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:22:47] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:22:59] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:23:10] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:23:22] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:23:34] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:23:45] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:23:57] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:24:08] GTA VI released before June 2026? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:24:20] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:24:31] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:24:43] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:24:55] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:25:06] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:25:18] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:25:29] Will OpenAI launch a consumer hardware product by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:25:41] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:25:53] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:26:04] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:26:16] Spain snap election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:26:28] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:26:39] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:27:06] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:27:18] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:27:29] Kraken IPO by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:27:41] Macron out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:27:52] UK election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:28:03] China x India military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:28:15] NATO/EU troops fighting in Ukraine by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:28:26] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:28:38] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:28:49] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:29:01] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:29:12] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:29:24] Ukraine election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:29:36] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:29:47] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:29:59] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:30:11] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:30:22] Taylor Swift pregnant in 2025? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:30:34] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:30:45] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:30:57] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:31:09] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:31:20] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:31:32] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:31:44] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:31:55] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:32:08] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:32:20] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:32:31] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:32:43] GTA VI released before June 2026? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:32:55] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:33:06] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:33:18] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:33:29] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:33:41] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:33:52] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:34:04] Will OpenAI launch a consumer hardware product by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:34:16] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:34:28] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:34:39] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:34:51] Spain snap election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:35:02] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:35:14] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:35:41] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:35:53] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:36:08] Kraken IPO by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:36:19] Macron out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:36:31] UK election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:36:42] China x India military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:36:54] NATO/EU troops fighting in Ukraine by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:37:05] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:37:17] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:37:29] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:37:40] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:37:52] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:38:03] Ukraine election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:38:15] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:38:27] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:38:38] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:38:49] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:39:01] Taylor Swift pregnant in 2025? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:39:12] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:39:24] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:39:35] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:39:47] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:39:58] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:40:09] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:40:21] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:40:32] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:40:44] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:40:55] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:41:07] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:41:18] GTA VI released before June 2026? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:41:29] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:41:41] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:41:52] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:42:04] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:42:15] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:42:27] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:42:38] Will OpenAI launch a consumer hardware product by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:42:50] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:43:01] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:43:13] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:43:24] Spain snap election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:43:35] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:43:47] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:44:14] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:44:25] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:44:37] Kraken IPO by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:44:48] Macron out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:45:00] UK election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:45:11] China x India military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:45:22] NATO/EU troops fighting in Ukraine by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:45:34] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:45:46] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:45:57] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:46:09] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:46:21] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:46:32] Ukraine election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:46:44] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:46:55] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:47:07] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:47:18] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:47:29] Taylor Swift pregnant in 2025? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:47:41] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:47:52] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:48:04] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:48:15] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:48:26] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:48:38] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:48:49] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:49:01] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:49:12] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:49:23] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:49:35] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:49:46] GTA VI released before June 2026? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:49:58] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:50:09] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:50:21] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:50:32] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:50:43] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:50:55] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:51:06] Will OpenAI launch a consumer hardware product by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:51:18] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:51:29] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:51:41] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:51:52] Spain snap election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:52:03] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:52:15] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:52:42] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:52:54] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:53:05] Kraken IPO by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:53:17] Macron out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:53:30] UK election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:53:42] China x India military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:53:53] NATO/EU troops fighting in Ukraine by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:54:04] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:54:16] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:54:27] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:54:39] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:54:50] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:55:02] Ukraine election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:55:13] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:55:24] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:55:36] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:55:47] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:55:59] Taylor Swift pregnant in 2025? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:56:10] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:56:22] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:56:33] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:56:45] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:56:56] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:57:07] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:57:19] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-07 20:57:30] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
